Tail at 230.5 (cps),Error,Tail at 229.5 (cps),Error,Th232 (V),Error,Th230 (cps),Error,Th229 (V),Error,Sample Name,Date and Time,File Number
2.330017E+02,1.09E+01,1.001007E+02,3.52E+00,1.018826E+01,4.09E-01,5.935044E+02,2.56E+01,1.582194E-05,6.40E-06,10ppb ICP std,Analysed on 21 January 2025 at 15:11,12573
